column1,column2,column3,column4,column5,column6
016365,17258.49,0.0,0.0,4881.15,12377.34
249319,17253.75,0.0,0.0,4143.08,13110.67
285586,17252.68,650.0,0.0,5331.99,12570.69
010537,17251.08,1897.62,0.0,6117.33,13031.37
096652,17248.11,0.0,0.0,5501.34,11746.77
038954,17244.26,0.0,0.0,4352.52,12891.74
307242,17241.08,0.0,0.0,4520.21,12720.87
214931,17237.61,1538.48,0.0,5584.91,13191.18
185191,17236.18,1506.74,0.0,5599.14,13143.78
217701,17229.83,0.0,0.0,5215.59,12014.24
261459,17227.73,1895.05,0.0,6107.87,13014.91
256307,17226.29,0.0,0.0,5481.92,11744.37
215368,17224.67,574.16,0.0,5136.24,12662.59
269727,17219.56,0.0,0.0,5579.71,11639.85
090077,17208.84,1853.92,0.0,6001.93,13060.83
269506,17208.08,0.0,0.0,5370.82,11837.26
084131,17204.8,0.0,0.0,5578.14,11626.66
301686,17200.68,0.0,0.0,4231.02,12969.66
184284,17193.12,0.0,0.0,5270.79,11922.33
297343,17193.02,650.0,0.0,4228.04,13614.98
211800,17191.52,1737.32,0.0,5911.51,13017.33
283212,17191.31,1300.0,0.0,5303.45,13187.86
011541,17182.44,1890.07,0.0,6089.53,12982.98
106003,17180.43,0.0,0.0,7635.56,9544.87
261297,17180.14,0.0,0.0,5568.9,11611.24
274950,17180.14,0.0,0.0,5568.9,11611.24
274992,17180.14,0.0,0.0,5516.76,11663.38
044849,17179.84,0.0,0.0,4277.52,12902.32
044890,17179.84,0.0,0.0,4568.99,12610.85
047180,17179.84,0.0,0.0,4277.52,12902.32
121291,17179.84,0.0,0.0,4329.66,12850.18
256056,17179.84,0.0,0.0,5360.24,11819.6
260967,17179.84,0.0,0.0,5568.79,11611.05
307180,17179.84,1889.78,0.0,6088.48,12981.14
105287,17178.72,1889.66,0.0,6035.88,13032.5
122408,17177.9,1889.57,0.0,6035.56,13031.91
009857,17173.54,0.0,0.0,4327.43,12846.11
100951,17173.54,0.0,0.0,4327.43,12846.11
077631,17167.43,0.0,0.0,5192.2,11975.23
121509,17159.39,0.0,0.0,7613.55,9545.84
172219,17159.39,0.0,0.0,5189.19,11970.2
258164,17159.39,0.0,0.0,8726.11,8433.28
047783,17159.19,0.0,0.0,4322.34,12836.85
047171,17151.57,0.0,0.0,4843.23,12308.34
275018,17148.18,0.0,0.0,5517.09,11631.09
260924,17146.96,0.0,0.0,5411.55,11735.41
069931,17140.25,0.0,0.0,5501.82,11638.43
165271,17134.18,4740.46,0.0,6043.05,15831.59
183229,17133.11,0.0,0.0,6598.5,10534.61
149047,17131.76,0.0,0.0,5342.22,11789.54
275182,17128.66,650.0,0.0,8893.02,8885.64
044831,17107.1,0.0,0.0,4303.86,12803.24
210714,17107.1,0.0,0.0,4251.72,12855.38
194999,17101.56,0.0,0.0,4945.07,12156.49
306448,17101.04,0.0,0.0,4422.12,12678.92
006947,17098.34,0.0,0.0,5166.31,11932.03
213004,17091.78,0.0,0.0,4769.88,12321.9
283098,17083.66,379.64,0.0,5397.05,12066.25
046159,17081.52,0.0,0.0,4294.78,12786.74
005738,17080.55,0.0,0.0,4242.3,12838.25
256269,17076.69,0.0,0.0,5425.85,11650.84
220001,17075.86,0.0,0.0,5477.68,11598.18
266434,17073.14,0.0,0.0,4372.11,12701.03
163325,17069.16,4722.47,0.0,6013.53,15778.1
260703,17052.81,0.0,0.0,6378.14,10674.67
283629,17050.59,650.0,0.0,5410.18,12290.41
042820,17048.35,0.0,0.0,1190.26,15858.09
096628,17044.46,5681.48,0.0,6305.91,16420.03
114294,17040.26,1874.43,0.0,6031.95,12882.74
282936,17036.79,0.0,0.0,5271.48,11765.31
291582,17031.15,650.0,0.0,4434.02,13247.13
079910,17016.95,1871.86,0.0,6022.5,12866.31
248363,17015.26,0.0,0.0,1185.96,15829.3
042552,16993.39,0.0,0.0,4211.38,12782.01
146463,16985.41,0.0,0.0,4600.39,12385.02
220540,16978.46,0.0,0.0,5121.39,11857.07
005347,16956.54,0.0,0.0,4669.77,12286.77
113832,16953.51,0.0,0.0,4249.37,12704.14
283594,16951.53,650.0,0.0,4162.5,13439.03
273961,16947.35,0.0,0.0,5429.53,11517.82
143901,16946.95,0.0,0.0,5342.1,11604.85
271853,16939.25,0.0,0.0,5318.44,11620.81
087238,16933.6,0.0,0.0,4765.9,12167.7
307043,16926.48,0.0,0.0,4620.33,12306.15
261343,16925.45,0.0,0.0,10030.94,6894.51
272787,16925.23,1861.78,0.0,5985.36,12801.65
045012,16920.7,0.0,0.0,4761.32,12159.38
210862,16920.7,0.0,0.0,4576.14,12344.56
283545,16918.56,0.0,0.0,5296.94,11621.62
165964,16913.49,0.0,0.0,5416.83,11496.66
256145,16910.66,0.0,0.0,4818.93,12091.73
038881,16907.75,0.0,0.0,4571.3,12336.45
007617,16900.55,0.0,0.0,5092.19,11808.36
059587,16899.21,1829.63,0.0,5888.08,12840.76
133272,16888.0,0.0,0.0,5251.5,11636.5
026000,16877.73,0.0,0.0,4222.49,12655.24
130273,16877.67,1856.54,0.0,5966.09,12768.12
132748,16877.67,0.0,0.0,5403.4,11474.27
289674,16873.69,5624.56,0.0,4715.96,17782.29
298391,16872.65,0.0,0.0,4142.55,12730.1
179728,16865.05,0.0,0.0,4741.58,12123.47
245402,16865.05,0.0,0.0,4165.85,12699.2
022055,16846.63,0.0,0.0,4735.05,12111.58
191353,16837.77,0.0,0.0,7366.99,9470.78
146196,16830.71,0.0,0.0,4101.53,12729.18
066206,16826.78,0.0,0.0,4728.0,12098.78
261483,16819.52,650.0,0.0,5381.62,12087.9
275204,16819.37,0.0,0.0,5381.56,11437.81
036889,16812.88,0.0,0.0,4199.48,12613.4
057177,16812.88,0.0,0.0,823.39,15989.49
302311,16802.7,650.0,0.0,4016.43,13436.27
302407,16802.7,0.0,0.0,4120.7,12682.0
079294,16801.62,0.0,0.0,5427.05,11374.57
178683,16800.09,0.0,0.0,5426.47,11373.62
225304,16799.14,0.0,0.0,4122.34,12676.8
237825,16786.41,0.0,0.0,4118.84,12667.57
076198,16784.05,0.0,0.0,4472.79,12311.26
220655,16779.99,0.0,0.0,4659.27,12120.72
245623,16779.44,0.0,0.0,5292.09,11487.35
183393,16777.47,0.0,0.0,4064.24,12713.23
035777,16773.67,0.0,0.0,4185.57,12588.1
036650,16773.67,0.0,0.0,4133.43,12640.24
038415,16773.67,0.0,0.0,4468.9,12304.77
038920,16773.67,0.0,0.0,4185.57,12588.1
040827,16773.67,0.0,0.0,4185.57,12588.1
041882,16773.67,0.0,0.0,4521.04,12252.63
041963,16773.67,0.0,0.0,819.08,15954.59
046574,16773.67,0.0,0.0,4521.04,12252.63
061239,16773.67,0.0,0.0,4992.5,11781.17
141291,16773.67,0.0,0.0,4521.04,12252.63
149209,16773.67,0.0,0.0,4185.57,12588.1
193399,16773.67,0.0,0.0,819.08,15954.59
193909,16773.67,0.0,0.0,4185.57,12588.1
215538,16773.67,0.0,0.0,4133.43,12640.24
240460,16773.67,0.0,0.0,5312.29,11461.38
105309,16771.86,0.0,0.0,5043.96,11727.9
215287,16754.47,0.0,0.0,5409.38,11345.09
168343,16751.44,0.0,0.0,5036.31,11715.13
279633,16748.85,1842.37,0.0,5913.92,12677.3
296881,16746.9,0.0,0.0,5323.92,11422.98
049417,16734.43,1417.87,0.0,5408.28,12744.02
095664,16733.52,1840.69,0.0,5907.72,12666.49
084051,16731.1,1840.42,0.0,5906.73,12664.79
151734,16731.1,1840.42,0.0,5906.73,12664.79
216356,16730.57,0.0,0.0,4693.88,12036.69
122190,16730.17,0.0,0.0,4504.74,12225.43
307007,16715.04,0.0,0.0,4433.51,12281.53
037303,16707.75,0.0,0.0,4444.21,12263.54
224243,16707.65,0.0,0.0,4045.04,12662.61
065358,16706.83,0.0,0.0,4496.0,12210.83
069078,16706.83,1837.75,0.0,5844.77,12699.81
287178,16706.83,0.0,0.0,5391.53,11315.3
147010,16702.45,0.0,0.0,5169.67,11532.78
286112,16701.24,0.0,0.0,5337.29,11363.95
010171,16700.05,0.0,0.0,4159.45,12540.6
038270,16694.23,0.0,0.0,4157.39,12536.84
091669,16693.24,0.0,0.0,4680.63,12012.61
305412,16689.99,0.0,0.0,4217.99,12472.0
121266,16688.87,0.0,0.0,5384.8,11304.07
191752,16688.62,0.0,0.0,4103.27,12585.35
286417,16652.53,0.0,0.0,5266.9,11385.63
080331,16651.53,0.0,0.0,4941.31,11710.22
013978,16648.86,1553.71,0.0,5441.0,12761.57
287974,16646.61,0.0,0.0,5316.82,11329.79
272477,16644.95,0.0,0.0,4022.92,12622.03
209821,16644.91,1645.59,0.0,5548.51,12741.99
069795,16643.56,0.0,0.0,8040.81,8602.75
279030,16641.19,0.0,0.0,5314.78,11326.41
295179,16640.88,0.0,0.0,5366.81,11274.07
132110,16629.34,0.0,0.0,5362.49,11266.85
187267,16628.49,0.0,0.0,4134.07,12494.42
059668,16626.87,1828.96,0.0,5864.53,12591.3
252719,16625.34,3694.52,0.0,3686.55,16633.31
031046,16623.33,0.0,0.0,4132.24,12491.09
077127,16617.88,0.0,0.0,4653.9,11963.98
252514,16614.37,0.0,0.0,5356.88,11257.49
044652,16613.92,0.0,0.0,4184.69,12429.23
304551,16607.5,325.0,0.0,4562.18,12370.32
044202,16593.99,0.0,0.0,799.31,15794.68
112691,16591.63,1602.66,0.0,5535.25,12659.04
171034,16590.69,0.0,0.0,4120.66,12470.03
295825,16590.16,0.0,0.0,5295.66,11294.5
308330,16585.51,650.0,0.0,4218.16,13017.35
001295,16568.28,0.0,0.0,4112.71,12455.57
069752,16568.28,0.0,0.0,4636.3,11931.98
283924,16558.06,0.0,0.0,5138.56,11419.5
041262,16554.45,0.0,0.0,4055.67,12498.78
287179,16539.82,0.0,0.0,5276.8,11263.02
302375,16538.31,0.0,0.0,4050.61,12487.7
013421,16537.49,0.0,0.0,4101.79,12435.7
181820,16537.49,0.0,0.0,4956.13,11581.36
166618,16516.26,2752.71,0.0,4340.82,14928.15
248185,16512.43,0.0,0.0,4616.49,11895.94
245518,16510.41,0.0,0.0,5213.65,11296.76
025747,16507.76,0.0,0.0,789.83,15717.93
038091,16507.32,0.0,0.0,5083.18,11424.14
145971,16497.34,2776.26,0.0,4322.64,14950.96
124095,16495.77,0.0,0.0,4086.98,12408.79
183571,16495.64,0.0,0.0,4940.45,11555.19
099201,16495.62,0.0,0.0,5208.1,11287.52
043818,16495.28,0.0,0.0,4086.81,12408.47
030643,16494.93,0.0,0.0,4610.28,11884.65
214566,16493.38,0.0,0.0,5259.4,11233.98
147591,16493.28,1282.84,0.0,4880.16,12895.96
069647,16492.35,0.0,0.0,4085.78,12406.57
012254,16489.78,0.0,0.0,4608.45,11881.33
080934,16474.78,0.0,0.0,4740.83,11733.95
058220,16468.19,1811.5,0.0,5748.12,12531.57
217727,16464.45,0.0,0.0,785.06,15679.39
109541,16463.62,171.79,0.0,4766.3,11869.11
174670,16458.59,1810.44,0.0,5796.36,12472.67
069396,16457.39,1810.31,0.0,5795.88,12471.82
058521,16453.51,1809.89,0.0,5742.18,12521.22
038342,16443.91,0.0,0.0,4068.59,12375.32
005614,16434.93,0.0,0.0,4917.7,11517.23
043605,16432.89,0.0,0.0,4393.34,12039.55
166669,16428.42,0.0,0.0,781.1,15647.32
094528,16425.29,0.0,0.0,4914.09,11511.2
252352,16423.75,0.0,0.0,3966.97,12456.78
193011,16421.35,0.0,0.0,5180.27,11241.08
035327,16419.21,1806.11,0.0,5780.41,12444.91
031721,16416.68,0.0,0.0,4478.25,11938.43
069582,16414.67,0.0,0.0,4386.5,12028.17
216178,16414.67,0.0,0.0,4058.21,12356.46
193585,16414.41,0.0,0.0,5281.95,11132.46
260797,16403.66,0.0,0.0,4013.58,12390.08
020524,16402.76,0.0,0.0,5277.58,11125.18
026247,16402.76,7271.89,0.0,6517.33,17157.32
042358,16399.95,0.0,0.0,4052.99,12346.96
070939,16397.69,1803.75,0.0,5771.7,12429.74
097098,16397.69,1803.75,0.0,5771.7,12429.74
290116,16397.69,0.0,0.0,5223.54,11174.15
295521,16397.69,0.0,0.0,5223.54,11174.15
295657,16397.69,1803.75,0.0,5719.57,12481.87
181498,16387.1,0.0,0.0,4007.28,12379.82
278611,16371.77,0.0,0.0,5240.69,11131.08
255050,16353.57,0.0,0.0,5102.73,11250.84
087017,16340.41,1797.45,0.0,5748.51,12389.35
282929,16339.54,0.0,0.0,5056.2,11283.34
179248,16337.35,0.0,0.0,7508.67,8828.68
066401,16337.15,0.0,0.0,5252.99,11084.16
073059,16336.23,1796.99,0.0,5694.68,12438.54
091715,16308.16,0.0,0.0,4491.89,11816.27
149284,16304.8,1759.36,0.0,5537.29,12526.87
261394,16295.66,0.0,0.0,5133.16,11162.5
288119,16292.49,908.55,0.0,4837.66,12363.38
269581,16291.36,0.0,0.0,5235.83,11055.53
117561,16287.74,0.0,0.0,5234.46,11053.28
286874,16285.27,0.0,0.0,5033.87,11251.4
271918,16277.18,0.0,0.0,3559.09,12718.09
014435,16274.02,0.0,0.0,4008.32,12265.7
048399,16273.86,0.0,0.0,4008.26,12265.6
287035,16257.36,0.0,0.0,5118.81,11138.55
291529,16255.68,650.0,0.0,5045.42,11860.26
122513,16249.97,1767.07,0.0,5687.74,12329.3
266221,16249.97,1767.07,0.0,5687.74,12329.3
152862,16246.54,0.0,0.0,3946.44,12300.1
192139,16246.54,0.0,0.0,4522.17,11724.37
123773,16234.87,1785.84,0.0,5705.77,12314.94
154652,16234.87,1785.84,0.0,5705.77,12314.94
284934,16234.15,0.0,0.0,4963.73,11270.42
288117,16228.06,0.0,0.0,4955.37,11272.69
026468,16226.03,1312.22,0.0,5143.61,12394.64
199036,16219.72,0.0,0.0,4512.65,11707.07
108219,16218.18,0.0,0.0,5119.89,11098.29
050652,16211.87,0.0,0.0,4509.86,11702.01
047716,16208.94,0.0,0.0,3985.23,12223.71
128325,16208.94,0.0,0.0,4309.41,11899.53
260126,16204.05,0.0,0.0,3958.69,12245.36
122581,16194.25,0.0,0.0,5134.34,11059.91
207845,16194.25,0.0,0.0,5855.29,10338.96
297284,16194.25,650.0,0.0,5134.34,11709.91
186651,16189.96,0.0,0.0,5197.83,10992.13
286894,16183.95,650.0,0.0,4842.71,11991.24
256153,16181.95,0.0,0.0,5194.82,10987.13
065382,16181.28,0.0,0.0,4822.65,11358.63
082767,16181.28,0.0,0.0,3975.42,12205.86
303945,16178.16,0.0,0.0,4168.33,12009.83
144746,16178.07,0.0,0.0,5012.14,11165.93
155837,16175.91,178.53,0.0,5044.55,11309.89
204943,16175.66,0.0,0.0,4617.57,11558.09
285814,16172.87,0.0,0.0,4931.77,11241.1
118141,16169.92,0.0,0.0,4818.39,11351.53
086835,16168.54,1778.54,0.0,5626.76,12320.32
169846,16166.4,0.0,0.0,5126.68,11039.72
254703,16163.49,0.0,0.0,3843.26,12320.23
041076,16161.87,0.0,0.0,1075.02,15086.85
067351,16161.35,0.0,0.0,4310.52,11850.83
290353,16159.61,0.0,0.0,5082.18,11077.43
114138,16158.37,1777.42,0.0,5570.51,12365.28
000639,16147.24,0.0,0.0,3963.34,12183.9
055581,16144.33,0.0,0.0,749.85,15394.48
021822,16142.91,0.0,0.0,4381.13,11761.78
266531,16129.3,1789.12,0.0,3422.19,14496.23
203068,16107.33,0.0,0.0,5114.73,10992.6
303538,16103.58,0.0,0.0,4062.73,12040.85
154644,16096.14,0.0,0.0,4468.81,11627.33
303265,16095.14,650.0,0.0,4887.86,11857.28
070530,16094.95,0.0,0.0,4790.29,11304.66
283625,16094.46,0.0,0.0,4805.78,11288.68
024449,16092.43,0.0,0.0,5049.39,11043.04
208108,16089.92,0.0,0.0,5160.34,10929.58
210790,16089.92,0.0,0.0,5160.34,10929.58
147818,16078.34,0.0,0.0,4420.99,11657.35
207411,16074.54,0.0,0.0,4730.5,11344.04
293881,16073.94,0.0,0.0,4741.54,11332.4
249289,16072.79,650.0,0.0,3818.32,12904.47
273848,16069.58,0.0,0.0,5152.71,10916.87
171964,16064.25,0.0,0.0,3933.91,12130.34
214141,16064.25,0.0,0.0,5150.72,10913.53
233447,16064.25,0.0,0.0,5150.72,10913.53
268399,16064.25,0.0,0.0,4255.2,11809.05
288835,16064.25,0.0,0.0,5150.72,10913.53
249386,16056.24,0.0,0.0,3997.16,12059.08
308468,16054.05,0.0,0.0,4006.09,12047.96
236331,16053.91,0.0,0.0,4251.32,11802.59
065706,16049.75,1765.47,0.0,9393.9,8421.32
015776,16049.19,0.0,0.0,3727.77,12321.42
225827,16046.05,0.0,0.0,3706.69,12339.36
281875,16045.88,0.0,0.0,5143.84,10902.04
282922,16045.88,0.0,0.0,5039.56,11006.32
283008,16045.88,0.0,0.0,5143.84,10902.04
283645,16045.88,650.0,0.0,5039.56,11656.32
266396,16038.17,1491.68,0.0,5304.04,12225.81
287834,16036.13,0.0,0.0,3857.76,12178.37
163309,16028.65,2399.16,0.0,5553.57,12874.24
184624,16024.74,0.0,0.0,5078.37,10946.37
021954,16023.72,0.0,0.0,4443.12,11580.6
073369,16017.35,0.0,0.0,735.88,15281.47
100340,16014.65,0.0,0.0,3916.31,12098.34
006530,16010.12,0.0,0.0,3810.43,12199.69
302531,16006.74,0.0,0.0,3901.82,12104.92
211842,16003.74,0.0,0.0,5128.04,10875.7
136638,15999.26,0.0,0.0,5126.37,10872.89
045381,15996.75,0.0,0.0,3909.96,12086.79
013498,15981.87,0.0,0.0,1051.62,14930.25
306726,15978.77,0.0,0.0,4052.39,11926.38
278637,15978.18,0.0,0.0,4953.41,11024.77
306925,15964.33,0.0,0.0,4445.26,11519.07
004600,15961.95,0.0,0.0,5112.38,10849.57
262129,15961.06,0.0,0.0,5331.04,10630.02
256072,15952.7,0.0,0.0,3785.29,12167.41
195847,15949.98,2050.1,0.0,5271.92,12728.16
259551,15939.79,0.0,0.0,5017.77,10922.02
071242,15938.33,1753.22,0.0,5585.67,12105.88
155535,15933.04,0.0,0.0,5007.16,10925.88
147192,15932.43,0.0,0.0,5049.18,10883.25
066087,15928.38,0.0,0.0,4727.87,11200.51
235016,15918.2,0.0,0.0,3880.08,12038.12
306239,15915.22,0.0,0.0,3507.33,12407.89
297482,15911.32,203.27,0.0,4558.47,11556.12
039497,15909.04,0.0,0.0,1042.15,14866.89
041947,15909.04,0.0,0.0,4422.39,11486.65
045047,15909.04,0.0,0.0,1042.15,14866.89
056481,15909.04,0.0,0.0,723.97,15185.07
013374,15901.43,0.0,0.0,723.13,15178.3
016195,15901.43,0.0,0.0,4399.73,11501.7
028525,15901.43,0.0,0.0,3876.14,12025.29
049255,15901.43,0.0,0.0,3876.14,12025.29
061298,15901.43,0.0,0.0,4194.17,11707.26
079880,15901.43,0.0,0.0,723.13,15178.3
261602,15901.43,0.0,0.0,4665.63,11235.8
155802,15893.74,0.0,0.0,4750.66,11143.08
174483,15888.11,0.0,0.0,4770.41,11117.7
043451,15886.81,0.0,0.0,3870.96,12015.85
029131,15885.43,0.0,0.0,4341.92,11543.51
060453,15884.54,3159.34,0.0,5424.81,13619.07
065510,15878.46,1746.63,0.0,5509.28,12115.81
232211,15876.89,0.0,0.0,3868.72,12008.17
292113,15872.81,0.0,0.0,4939.45,10933.36
273406,15871.17,0.0,0.0,5078.36,10792.81
023949,15864.18,0.0,0.0,4334.39,11529.79
048551,15862.34,0.0,0.0,4385.87,11476.47
290455,15859.87,650.0,0.0,4525.92,11983.95
155721,15859.35,0.0,0.0,4702.0,11157.35
289821,15853.68,0.0,0.0,4835.75,11017.93
193020,15852.28,0.0,0.0,4513.2,11339.08
107361,15848.47,0.0,0.0,3857.36,11991.11
069434,15847.85,0.0,0.0,3857.14,11990.71
293965,15847.76,0.0,0.0,4821.73,11026.03
204811,15844.43,650.0,0.0,4849.32,11645.11
149241,15840.1,0.0,0.0,3854.39,11985.71
241938,15833.64,0.0,0.0,3752.55,12081.09
252328,15833.64,0.0,0.0,4212.19,11621.45
012076,15828.44,0.0,0.0,4373.85,11454.59
039683,15828.44,0.0,0.0,715.1,15113.34
051845,15828.44,0.0,0.0,3850.25,11978.19
059617,15828.44,0.0,0.0,4166.82,11661.62
104906,15828.44,0.0,0.0,4373.85,11454.59
122424,15828.44,0.0,0.0,3850.25,11978.19
116483,15828.06,1741.09,0.0,5541.01,12028.14
016161,15827.76,0.0,0.0,4373.6,11454.16
264521,15827.76,0.0,0.0,4797.01,11030.75
223514,15826.96,7695.26,0.0,3188.84,20333.38
035751,15820.69,0.0,0.0,3847.5,11973.19
073181,15820.69,0.0,0.0,3847.5,11973.19
125229,15820.69,0.0,0.0,1030.66,14790.03
147141,15820.69,0.0,0.0,5007.31,10813.38
214086,15820.69,1300.0,0.0,4903.03,12217.66
134023,15815.19,0.0,0.0,5057.38,10757.81
278998,15814.0,0.0,0.0,4886.98,10927.02
251712,15811.17,0.0,0.0,4367.72,11443.45
079804,15810.91,0.0,0.0,4367.63,11443.28
014303,15803.92,2063.43,0.0,8899.83,8967.52
028576,15803.92,1738.43,0.0,5531.23,12011.12
030601,15803.9,2265.23,0.0,5159.51,12909.62
245852,15788.2,0.0,0.0,5047.26,10740.94
290150,15787.49,650.0,0.0,4942.72,11494.77
239984,15786.35,0.0,0.0,3842.08,11944.27
048127,15782.86,0.0,0.0,4357.67,11425.19
272850,15775.04,0.0,0.0,4843.17,10931.87
150720,15771.21,1734.83,0.0,5517.97,11988.07
215023,15770.76,0.0,0.0,4618.47,11152.29
086011,15764.55,0.0,0.0,6765.52,8999.03
266949,15753.91,350.09,0.0,3775.22,12328.78
185400,15747.96,0.0,0.0,5032.19,10715.77
290504,15745.42,0.0,0.0,3676.15,12069.27
024465,15743.78,0.0,0.0,4291.67,11452.11
032174,15741.23,0.0,0.0,4342.91,11398.32
282976,15736.55,303.24,0.0,4011.94,12027.85
064467,15726.25,0.0,0.0,1018.39,14707.86
287173,15722.61,0.0,0.0,3771.54,11951.07
193453,15721.86,1729.4,0.0,5445.85,12005.41
143154,15717.81,0.0,0.0,4648.96,11068.85
166324,15717.81,0.0,0.0,4334.6,11383.21
177962,15717.81,0.0,0.0,5020.89,10696.92
180491,15717.81,0.0,0.0,4334.6,11383.21
180858,15717.81,0.0,0.0,4230.33,11487.48
180921,15717.81,0.0,0.0,4334.6,11383.21
075663,15713.26,0.0,0.0,4647.26,11066.0
202967,15707.92,0.0,0.0,5017.18,10690.74
211311,15707.92,0.0,0.0,5017.18,10690.74
221015,15707.92,0.0,0.0,3879.51,11828.41
072362,15701.43,1727.16,0.0,5824.64,11603.95
259209,15692.82,0.0,0.0,3813.23,11879.59
058815,15692.65,0.0,0.0,4907.18,10785.47
037125,15685.94,0.0,0.0,1526.16,14159.78
140287,15664.33,0.0,0.0,4707.24,10957.09
252255,15652.45,0.0,0.0,4996.4,10656.05
172693,15651.78,0.0,0.0,4956.31,10695.47
176524,15638.81,1701.73,0.0,5442.45,11898.09
192520,15636.21,1661.41,0.0,5394.08,11903.54
039951,15630.72,0.0,0.0,3727.97,11902.75
304510,15629.14,0.0,0.0,3926.26,11702.88
064050,15626.57,0.0,0.0,3778.64,11847.93
288563,15625.86,347.24,0.0,4543.18,11429.92
271926,15614.81,5753.07,0.0,2946.04,18421.84
214132,15612.9,0.0,0.0,3773.79,11839.11
192724,15609.43,0.0,0.0,3772.55,11836.88
272183,15608.8,0.0,0.0,3792.38,11816.42
000914,15602.72,0.0,0.0,3770.18,11832.54
259217,15598.81,0.0,0.0,4976.3,10622.51
274917,15592.26,0.0,0.0,4973.85,10618.41
220116,15591.5,0.0,0.0,6602.76,8988.74
068331,15590.06,0.0,0.0,4601.08,10988.98
293318,15588.41,0.0,0.0,4777.28,10811.13
283574,15582.49,650.0,0.0,4010.97,12221.52
043443,15564.29,0.0,0.0,3756.54,11807.75
295161,15553.1,650.0,0.0,4641.47,11561.63
289675,15538.31,0.0,0.0,4955.03,10583.28
283627,15536.58,0.0,0.0,4793.63,10742.95
136981,15528.54,0.0,0.0,4267.46,11261.08
274623,15527.04,0.0,0.0,4714.57,10812.47
177083,15524.04,0.0,0.0,4844.0,10680.04
251038,15500.61,6520.87,0.0,6596.87,15424.61
187470,15496.06,0.0,0.0,4833.52,10662.54
199508,15496.06,2582.68,0.0,4387.39,13691.35
295129,15494.57,0.0,0.0,4666.74,10827.83
071111,15488.57,0.0,0.0,4882.84,10605.73
205788,15479.23,0.0,0.0,4827.21,10652.02
166375,15477.06,0.0,0.0,4558.73,10918.33
013102,15476.84,0.0,0.0,4035.06,11441.78
095125,15475.66,0.0,0.0,3725.1,11750.56
283569,15470.46,0.0,0.0,4833.78,10636.68
225754,15461.87,2748.78,0.0,3111.27,15099.38
299327,15458.33,0.0,0.0,3751.0,11707.33
286109,15456.94,0.0,0.0,4923.13,10533.81
172847,15454.88,0.0,0.0,674.01,14780.87
283893,15447.98,0.0,0.0,4919.77,10528.21
180963,15446.33,0.0,0.0,4919.16,10527.17
004227,15445.75,0.0,0.0,3714.49,11731.26
159450,15438.22,4812.93,0.0,3799.04,16452.11
080381,15434.07,0.0,0.0,4077.53,11356.54
155705,15433.77,0.0,0.0,4602.6,10831.17
188662,15430.91,0.0,0.0,4743.2,10687.71
147851,15427.1,1696.98,0.0,5378.61,11745.47
108821,15422.28,0.0,0.0,4805.87,10616.41
207918,15421.65,0.0,0.0,10259.86,5161.79
260959,15417.44,0.0,0.0,4757.42,10660.02
204137,15412.86,5137.62,0.0,6883.18,13667.3
150347,15412.65,2567.64,0.0,3659.53,14320.76
293309,15407.55,650.0,0.0,3632.76,12424.79
286905,15403.47,0.0,0.0,4610.98,10792.49
044822,15391.13,0.0,0.0,974.82,14416.31
286321,15385.28,0.0,0.0,3731.78,11653.5
274984,15371.14,0.0,0.0,4890.98,10480.16
275212,15371.14,0.0,0.0,4890.98,10480.16
061930,15365.55,0.0,0.0,4778.66,10586.89
203475,15362.44,0.0,0.0,4794.84,10567.6
066192,15359.77,1689.57,0.0,5351.35,11697.99
283837,15357.4,0.0,0.0,4885.82,10471.58
116441,15353.97,1688.94,0.0,5349.0,11693.91
301280,15352.83,0.0,0.0,3724.6,11628.23
290580,15348.23,0.0,0.0,4882.39,10465.84
216020,15347.85,0.0,0.0,4737.27,10610.58
239267,15341.25,0.0,0.0,3721.42,11619.83
252603,15334.3,0.0,0.0,4772.9,10561.4
023086,15322.8,0.0,0.0,4500.93,10821.87
040835,15322.8,0.0,0.0,3670.88,11651.92
046248,15322.8,0.0,0.0,3977.34,11345.46
052337,15322.8,0.0,0.0,3670.88,11651.92
051993,15322.37,0.0,0.0,3977.17,11345.2
168475,15315.37,4407.42,0.0,4401.49,15321.3
218863,15309.54,0.0,0.0,3710.96,11598.58
018783,15304.87,0.0,0.0,4188.11,11116.76
226793,15304.39,2054.58,0.0,3898.16,13460.81
296644,15303.62,0.0,0.0,5430.76,9872.86
299030,15296.87,650.0,0.0,3707.47,12239.4
063673,15295.07,0.0,0.0,4857.19,10437.88
047759,15291.97,0.0,0.0,3607.8,11684.17
001465,15289.97,1681.9,0.0,5270.94,11700.93
286817,15281.73,0.0,0.0,4763.78,10517.95
260991,15269.09,325.0,0.0,4800.59,10793.5
278688,15269.09,0.0,0.0,5206.73,10062.36
278726,15266.47,650.0,0.0,4728.68,11187.79
008346,15265.38,0.0,0.0,3955.82,11309.56
018201,15265.38,0.0,0.0,653.17,14612.21
264555,15265.38,0.0,0.0,4851.34,10414.04
202720,15259.89,0.0,0.0,3648.56,11611.33
043834,15256.12,0.0,0.0,3647.22,11608.9
285535,15252.7,0.0,0.0,4846.59,10406.11
035718,15242.2,0.0,0.0,3642.28,11599.92
036773,15242.2,0.0,0.0,3947.12,11295.08
038300,15242.2,0.0,0.0,3642.28,11599.92
040487,15242.2,0.0,0.0,650.62,14591.58
