column1,column2,column3,column4,column5,column6
116025,25977.37,2857.51,0.0,9495.07,19339.81
054755,25974.84,2857.23,0.0,9650.45,19181.62
213047,25974.84,0.0,0.0,7397.55,18577.29
053678,25974.83,5454.71,0.0,9888.38,21541.16
222941,25956.04,0.0,0.0,8805.52,17150.52
290083,25941.98,0.0,0.0,7438.07,18503.91
185451,25914.72,11488.86,0.0,11305.03,26098.55
070637,25831.56,0.0,0.0,8706.74,17124.82
249424,25787.49,0.0,0.0,8794.5,16992.99
053457,25785.94,7134.11,0.0,9129.44,23790.61
048291,25769.38,0.0,0.0,1808.61,23960.77
052272,25754.4,0.0,0.0,7895.08,17859.32
245330,25746.38,0.0,0.0,13031.49,12714.89
037761,25722.71,0.0,0.0,7360.25,18362.46
045861,25722.71,0.0,0.0,1803.47,23919.24
245348,25722.71,0.0,0.0,8718.09,17004.62
245534,25722.71,650.0,0.0,8718.09,17654.62
044415,25719.44,2829.14,0.0,9442.74,19105.84
039098,25704.85,0.0,0.0,7353.91,18350.94
039152,25704.85,0.0,0.0,1801.51,23903.34
044172,25685.75,0.0,0.0,7294.99,18390.76
047686,25685.75,0.0,0.0,7294.99,18390.76
055310,25685.75,0.0,0.0,7860.85,17824.9
057304,25685.75,2825.43,0.0,9533.37,18977.81
062456,25685.75,650.0,0.0,8756.38,17579.37
070165,25685.75,0.0,0.0,7860.85,17824.9
071064,25685.75,0.0,0.0,7818.59,17867.16
087092,25685.75,0.0,0.0,7860.85,17824.9
087904,25685.75,2825.43,0.0,9533.37,18977.81
091740,25685.75,0.0,0.0,1799.41,23886.34
200948,25685.75,0.0,0.0,1799.41,23886.34
268020,25685.75,0.0,0.0,8704.24,16981.51
047066,25668.49,0.0,0.0,7341.01,18327.48
063428,25648.35,0.0,0.0,8742.36,16905.99
069531,25648.35,0.0,0.0,8690.23,16958.12
201472,25648.35,2821.32,0.0,9413.95,19055.72
237604,25631.04,0.0,0.0,8539.94,17091.1
045314,25630.34,2819.34,0.0,9510.93,18938.75
064874,25620.16,0.0,3354.7,10570.81,11694.65
076554,25593.45,650.0,0.0,10811.88,15431.57
057410,25591.91,7364.86,0.0,9919.54,23037.23
118265,25589.95,0.0,0.0,8418.43,17171.52
051870,25511.27,6740.55,0.0,8458.66,23793.16
165301,25498.75,2804.86,0.0,9457.64,18845.97
043982,25496.03,0.0,0.0,7789.75,17706.28
044105,25496.03,0.0,0.0,7279.83,18216.2
061581,25472.4,0.0,0.0,7780.89,17691.51
040550,25470.04,0.0,0.0,15673.85,9796.19
251674,25470.04,0.0,0.0,2285.08,23184.96
099601,25453.66,2799.9,0.0,9439.37,18814.19
121258,25453.66,2799.9,0.0,9439.37,18814.19
220833,25423.47,0.0,0.0,8658.08,16765.39
143367,25421.89,0.0,0.0,7253.53,18168.36
042676,25400.98,0.0,0.0,7246.11,18154.87
057991,25392.51,5614.57,0.0,9660.14,21346.94
045641,25392.5,0.0,0.0,1767.15,23625.35
048267,25392.5,0.0,0.0,7243.1,18149.4
144061,25392.5,2793.18,0.0,9362.47,18823.21
232653,25371.85,0.0,3103.0,5626.51,16642.34
038121,25364.69,0.0,0.0,7181.1,18183.59
038938,25364.69,0.0,0.0,7233.23,18131.46
118257,25364.69,0.0,0.0,1764.09,23600.6
143219,25364.69,0.0,0.0,7704.69,17660.0
221180,25364.69,0.0,0.0,8636.06,16728.63
275093,25364.69,0.0,0.0,8531.78,16832.91
074039,25363.24,5889.9,0.0,8832.19,22420.95
188077,25358.48,650.0,2209.78,7364.31,16434.39
112267,25355.04,3229.67,0.0,9099.84,19484.87
246336,25353.79,0.0,0.0,8579.84,16773.95
073709,25342.7,4848.22,0.0,9053.11,21137.81
058424,25336.06,0.0,2179.99,6973.33,16182.74
059773,25328.72,2786.16,0.0,9388.77,18726.11
038407,25310.95,0.0,0.0,7214.17,18096.78
039021,25310.95,0.0,0.0,7162.03,18148.92
220710,25306.73,650.0,0.0,8337.45,17619.28
054151,25304.97,4513.03,0.0,7493.58,22324.42
041718,25262.78,2516.43,0.0,9051.86,18727.35
054283,25220.69,2774.28,0.0,9345.02,18649.95
169536,25209.25,0.0,2499.34,7641.18,15068.73
069353,25184.87,0.0,0.0,8516.54,16668.33
076988,25178.81,0.0,0.0,8462.13,16716.68
045691,25155.89,0.0,0.0,7159.17,17996.72
040304,25128.07,0.0,0.0,7672.88,17455.19
038644,25120.64,2763.27,0.0,9252.36,18631.55
041688,25120.64,2763.27,0.0,9252.36,18631.55
