000027 ,"3968,65 ","0,00 ","0,00 ","1855,06 ","2113,59"
000035 ,"6722,43 ","0,00 ","0,00 ","580,86 ","6141,57"
000094 ,"6923,68 ","0,00 ","0,00 ","829,76 ","6093,92"
000108 ,"13954,59 ","0,00 ","0,00 ","3185,50 ","10769,09"
000132 ,"9358,53 ","0,00 ","0,00 ","3032,27 ","6326,26"
000141 ,"6236,98 ","0,00 ","0,00 ","472,92 ","5764,06"
000167 ,"7532,41 ","0,00 ","0,00 ","907,23 ","6625,18"
000191 ,"27341,64 ","0,00 ","2363,26 ","1721,60 ","23256,78"
000205 ,"2242,57 ","0,00 ","0,00 ","1793,12 ","449,45"
000213 ,"11242,02 ","0,00 ","0,00 ","2223,22 ","9018,80"
000221 ,"7305,25 ","0,00 ","0,00 ","3050,38 ","4254,87"
000230 ,"5791,47 ","0,00 ","0,00 ","334,69 ","5456,78"
000264 ,"4778,29 ","0,00 ","0,00 ","2624,14 ","2154,15"
000272 ,"6399,34 ","0,00 ","0,00 ","480,62 ","5918,72"
000299 ,"6754,31 ","0,00 ","0,00 ","633,41 ","6120,90"
000302 ,"10845,26 ","0,00 ","0,00 ","2082,47 ","8762,79"
000311 ,"10155,48 ","0,00 ","0,00 ","1837,77 ","8317,71"
000345 ,"8663,41 ","0,00 ","0,00 ","173,27 ","8490,14"
000418 ,"5694,42 ","0,00 ","0,00 ","1368,02 ","4326,40"
000434 ,"7135,11 ","0,00 ","0,00 ","908,99 ","6226,12"
000469 ,"11185,36 ","0,00 ","0,00 ","3981,84 ","7203,52"
000493 ,"9917,94 ","0,00 ","0,00 ","1753,50 ","8164,44"
000507 ,"6399,34 ","0,00 ","0,00 ","523,28 ","5876,06"
000531 ,"5400,15 ","0,00 ","0,00 ","238,48 ","5161,67"
000540 ,"6399,28 ","0,00 ","0,00 ","651,26 ","5748,02"
000558 ,"7241,17 ","0,00 ","0,00 ",",00 ","7241,17"
000604 ,"10567,33 ","0,00 ","0,00 ","136,38 ","10430,95"
000639 ,"16147,24 ","0,00 ","0,00 ","3963,34 ","12183,90"
000647 ,"12267,92 ","0,00 ","0,00 ","2587,16 ","9680,76"
000663 ,"21938,90 ","0,00 ","307,85 ","1786,01 ","19845,04"
000671 ,"12325,16 ","0,00 ","0,00 ","2607,47 ","9717,69"
000698 ,"11691,69 ","0,00 ","0,00 ","2382,74 ","9308,95"
000728 ,"9743,08 ","0,00 ","0,00 ","45,71 ","9697,37"
000752 ,"8608,46 ","0,00 ","0,00 ","1288,96 ","7319,50"
000787 ,"11357,65 ","0,00 ","0,00 ","2212,10 ","9145,55"
000795 ,"23101,14 ","0,00 ","1470,09 ","5856,59 ","15774,46"
000809 ,"17557,52 ","0,00 ","0,00 ","4463,64 ","13093,88"
000833 ,"7260,25 ","0,00 ","0,00 ","955,90 ","6304,35"
000841 ,"10976,80 ","0,00 ","0,00 ","2129,13 ","8847,67"
000850 ,"8519,36 ","0,00 ","0,00 ","1257,36 ","7262,00"
000868 ,"8330,21 ","0,00 ","0,00 ","1252,58 ","7077,63"
000884 ,"14491,31 ","0,00 ","0,00 ","568,02 ","13923,29"
000892 ,"10792,33 ","0,00 ","0,00 ","2063,69 ","8728,64"
000914 ,"15602,72 ","0,00 ","0,00 ","3770,18 ","11832,54"
000931 ,"28270,84 ","0,00 ","2432,44 ","1816,20 ","24022,20"
000949 ,"5525,58 ","0,00 ","0,00 ","269,02 ","5256,56"
000981 ,"7634,48 ","0,00 ","0,00 ","1096,13 ","6538,35"
001007 ,"7244,65 ","0,00 ","0,00 ","805,15 ","6439,50"
001015 ,"3538,66 ","0,00 ","0,00 ",",00 ","3538,66"
001040 ,"7939,65 ","0,00 ","0,00 ","999,57 ","6940,08"
001058 ,"7095,28 ","0,00 ","0,00 ","700,03 ","6395,25"
001066 ,"11791,97 ","0,00 ","0,00 ","2314,04 ","9477,93"
001074 ,"2870,39 ","0,00 ","0,00 ","1738,56 ","1131,83"
001104 ,"13502,71 ","0,00 ","0,00 ","459,27 ","13043,44"
001112 ,"35154,32 ","3233,12 ","3010,84 ","11791,06 ","23585,54"
001121 ,"15011,85 ","0,00 ","0,00 ","5378,56 ","9633,29"
001139 ,"10490,84 ","0,00 ","0,00 ","1956,74 ","8534,10"
001155 ,"18966,65 ","0,00 ","0,00 ","4911,39 ","14055,26"
001171 ,"8059,57 ","0,00 ","0,00 ","1726,89 ","6332,68"
001180 ,"10845,26 ","0,00 ","0,00 ","2082,47 ","8762,79"
001198 ,"14445,25 ","0,00 ","0,00 ","3359,57 ","11085,68"
001201 ,"40830,02 ","0,00 ","3343,43 ","11429,20 ","26057,39"
001244 ,"9474,48 ","0,00 ","0,00 ","1596,18 ","7878,30"
001252 ,"11425,89 ","0,00 ","0,00 ","4201,46 ","7224,43"
001261 ,"11077,22 ","0,00 ","0,00 ","2112,62 ","8964,60"
001295 ,"16568,28 ","0,00 ","0,00 ","4112,71 ","12455,57"
001309 ,"6882,74 ","0,00 ","0,00 ","676,76 ","6205,98"
001317 ,"10055,76 ","0,00 ","0,00 ","2003,51 ","8052,25"
001325 ,"13037,30 ","0,00 ","0,00 ","2860,09 ","10177,21"
001333 ,"10964,87 ","0,00 ","0,00 ","2344,20 ","8620,67"
001384 ,"8321,34 ","0,00 ","0,00 ","1187,10 ","7134,24"
001392 ,"7421,26 ","0,00 ","0,00 ","3385,62 ","4035,64"
001414 ,"4799,00 ","0,00 ","0,00 ","188,08 ","4610,92"
001449 ,"6549,60 ","0,00 ","0,00 ","484,59 ","6065,01"
001457 ,"3030,85 ","0,00 ","0,00 ","3030,85 ",",00"
001465 ,"15289,97 ","1681,90 ","0,00 ","5270,94 ","11700,93"
001481 ,"12124,64 ","0,00 ","0,00 ","2536,33 ","9588,31"
001503 ,"4914,60 ","0,00 ","0,00 ","218,53 ","4696,07"
001520 ,"18755,35 ","1860,10 ","0,00 ","6486,66 ","14128,79"
001538 ,"11691,69 ","0,00 ","0,00 ","4662,37 ","7029,32"
001546 ,"9250,57 ","0,00 ","0,00 ","1701,76 ","7548,81"
001554 ,"9764,16 ","0,00 ","0,00 ","1898,82 ","7865,34"
001562 ,"5111,18 ","0,00 ","0,00 ","270,34 ","4840,84"
001571 ,"8205,39 ","0,00 ","0,00 ","1145,97 ","7059,42"
001597 ,"12897,55 ","0,00 ","0,00 ","650,66 ","12246,89"
001619 ,"8163,62 ","0,00 ","0,00 ","1131,16 ","7032,46"
001651 ,"9248,37 ","0,00 ","0,00 ","1463,83 ","7784,54"
001678 ,"6682,46 ","0,00 ","0,00 ","2584,82 ","4097,64"
001686 ,"3859,10 ","0,00 ","0,00 ","2055,78 ","1803,32"
001716 ,"10761,49 ","0,00 ","0,00 ","2052,75 ","8708,74"
001724 ,"7570,36 ","0,00 ","0,00 ","816,42 ","6753,94"
001741 ,"15236,40 ","0,00 ","0,00 ","3892,82 ","11343,58"
001759 ,"4576,10 ","0,00 ","0,00 ","149,13 ","4426,97"
001775 ,"11241,85 ","0,00 ","0,00 ","210,58 ","11031,27"
001783 ,"2357,97 ","0,00 ","0,00 ","1288,01 ","1069,96"
001805 ,"7934,03 ","872,74 ","0,00 ","2187,51 ","6619,26"
001830 ,"10520,14 ","0,00 ","0,00 ","2177,53 ","8342,61"
001864 ,"6459,72 ","0,00 ","0,00 ","671,21 ","5788,51"
001881 ,"4224,28 ","0,00 ","0,00 ","31,22 ","4193,06"
001911 ,"10171,15 ","0,00 ","0,00 ","92,80 ","10078,35"
001929 ,"8478,79 ","0,00 ","0,00 ","1753,45 ","6725,34"
001937 ,"13491,63 ","0,00 ","0,00 ","3021,27 ","10470,36"
001945 ,"13413,45 ","0,00 ","0,00 ","2993,54 ","10419,91"
001953 ,"5897,53 ","0,00 ","0,00 ","367,60 ","5529,93"
001970 ,"11718,07 ","0,00 ","0,00 ","2392,10 ","9325,97"
001988 ,"6897,39 ","0,00 ","0,00 ","681,96 ","6215,43"
001996 ,"9530,27 ","0,00 ","0,00 ","1754,45 ","7775,82"
002003 ,"5872,27 ","0,00 ","0,00 ","2709,24 ","3163,03"
002011 ,"19891,78 ","0,00 ","0,00 ","5291,72 ","14600,06"
002046 ,"10886,42 ","0,00 ","0,00 ","2314,80 ","8571,62"
002071 ,"21260,95 ","0,00 ","0,00 ","5777,43 ","15483,52"
002135 ,"9223,97 ","1014,64 ","0,00 ","2866,35 ","7372,26"
002143 ,"9728,13 ","0,00 ","0,00 ","1686,16 ","8041,97"
002160 ,"10761,66 ","0,00 ","0,00 ","157,76 ","10603,90"
002178 ,"8563,95 ","942,03 ","0,00 ","2494,76 ","7011,22"
002186 ,"14861,13 ","0,00 ","0,00 ","3507,10 ","11354,03"
002267 ,"3402,53 ","0,00 ","0,00 ","68,05 ","3334,48"
002283 ,"6466,16 ","0,00 ","0,00 ","544,02 ","5922,14"
002291 ,"7378,18 ","0,00 ","0,00 ","1736,20 ","5641,98"
002305 ,"3786,60 ","0,00 ","0,00 ",",00 ","3786,60"
002321 ,"11181,56 ","0,00 ","0,00 ","2425,40 ","8756,16"
002348 ,"13577,78 ","0,00 ","0,00 ","3051,83 ","10525,95"
002356 ,"12440,29 ","0,00 ","0,00 ","342,41 ","12097,88"
002372 ,"5358,40 ","0,00 ","0,00 ","2235,87 ","3122,53"
002411 ,"9380,09 ","0,00 ","0,00 ","193,38 ","9186,71"
002470 ,"3039,60 ","0,00 ","0,00 ","1716,07 ","1323,53"
002488 ,"11230,83 ","0,00 ","0,00 ","2219,25 ","9011,58"
002496 ,"11976,08 ","0,00 ","0,00 ","2431,49 ","9544,59"
002500 ,"6314,84 ","0,00 ","0,00 ","623,37 ","5691,47"
002518 ,"6627,19 ","0,00 ","0,00 ","132,54 ","6494,65"
002526 ,"4383,33 ","0,00 ","0,00 ","1488,31 ","2895,02"
002542 ,"8638,49 ","0,00 ","0,00 ","1839,57 ","6798,92"
002551 ,"10353,60 ","0,00 ","0,00 ","112,87 ","10240,73"
002569 ,"6622,08 ","0,00 ","0,00 ","724,83 ","5897,25"
