0,8
1,85
2,263
3,997
4,1475
5,1118
6,824
7,1235
8,697
9,532
10,749
11,546
12,710
13,633
14,598
15,396
16,265
17,252
18,253
19,197
20,227
21,202
22,188
23,183
24,165
25,127
26,152
27,129
28,113
29,119
30,104
31,81
32,79
33,91
34,80
35,79
36,40
37,51
38,28
39,14
40,11
41,7
42,9
43,2
44,3
45,5
46,1
47,1
49,2
50,1
51,3
53,1
54,3
55,2
56,1
59,1
76,1
82,1
